sisa_umur_jam,jam_operasi_aktif,jenis_mesin,tekanan_oli_bar,id_log_sensor,suhu_c,vibrasi_mm_s,durasi_perbaikan_jam,shift_operator,kebisingan_lingkungan_db
212.4,1586,CNC_Milling,2.6,LOG-03458,66.7,7.92,7,Shift_1,77.8
220.8,16983,Conveyor_Belt,2.26,LOG-03459,65.7,4.62,5,Shift_1,80.9
256.6,8532,CNC_Milling,3.86,LOG-03460,59.7,6.25,8,Shift_3,85.2
250.8,8911,Robot_Arm,2.58,LOG-03461,61.1,5.32,8,Shift_3,80.3
196.2,18957,Robot_Arm,1.54,LOG-03462,78.3,3.19,10,Shift_2,82.1
213.7,17478,Robot_Arm,3.34,LOG-03463,54.0,3.49,7,Shift_2,92.1
291.1,1966,CNC_Milling,2.43,LOG-03464,79.4,3.02,8,Shift_2,70.5
260.0,7836,Conveyor_Belt,3.13,LOG-03465,86.6,4.66,3,Shift_1,77.0
228.6,15244,Robot_Arm,3.68,LOG-03466,56.1,2.86,8,Shift_1,78.1
238.1,11238,Robot_Arm,3.29,LOG-03467,83.1,5.09,7,Shift_1,97.4
269.9,5894,CNC_Milling,3.71,LOG-03468,80.7,5.0,11,Shift_1,85.7
241.2,10970,Conveyor_Belt,1.96,LOG-03469,78.0,4.51,9,Shift_2,87.2
220.8,17465,Robot_Arm,3.96,LOG-03470,55.5,4.56,3,Shift_2,76.6
277.6,5242,CNC_Milling,2.76,LOG-03471,63.2,2.58,9,Shift_2,80.0
220.5,15175,CNC_Milling,1.86,LOG-03472,63.2,3.3,9,Shift_3,59.2
25.4,14960,CNC_Milling,1.04,LOG-03473,96.4,0.1,7,Shift_2,85.4
210.0,17828,CNC_Milling,2.75,LOG-03474,64.8,3.7,11,Shift_1,78.1
260.1,6660,CNC_Milling,2.37,LOG-03475,62.3,1.54,7,Shift_1,68.7
282.4,5102,CNC_Milling,2.38,LOG-03476,47.8,4.25,3,Shift_1,87.9
240.8,11405,CNC_Milling,3.27,LOG-03477,50.4,2.21,2,Shift_1,75.5
259.9,11094,Conveyor_Belt,4.38,LOG-03478,54.7,0.1,5,Shift_3,85.8
111.0,8781,Robot_Arm,2.28,LOG-03479,70.4,9.63,4,Shift_1,87.7
227.2,15806,Conveyor_Belt,3.07,LOG-03480,43.6,3.42,5,Shift_3,112.5
154.4,16181,Robot_Arm,2.55,LOG-03481,55.0,7.62,6,Shift_2,80.9
273.2,5668,Robot_Arm,2.21,LOG-03482,37.1,2.68,10,Shift_2,86.7
1.0,16115,CNC_Milling,2.19,LOG-03483,86.0,8.25,5,Shift_3,84.3
264.1,5384,Robot_Arm,4.31,LOG-03484,66.6,1.12,7,Shift_2,77.2
264.6,8745,CNC_Milling,3.01,LOG-03485,69.7,4.44,9,Shift_2,86.8
289.3,1516,Robot_Arm,2.85,LOG-03486,48.7,1.27,8,Shift_2,92.5
1.0,7467,Conveyor_Belt,2.45,LOG-03487,82.4,10.5,9,Shift_1,90.2
214.4,19211,Conveyor_Belt,3.05,LOG-03488,87.5,3.38,8,Shift_1,91.7
246.9,9408,CNC_Milling,2.49,LOG-03489,66.0,6.07,9,Shift_2,76.8
223.3,14490,Robot_Arm,4.54,LOG-03490,57.8,5.13,6,Shift_2,85.5
281.8,3050,CNC_Milling,3.2,LOG-03491,73.3,3.94,5,Shift_1,68.9
225.1,13075,CNC_Milling,3.11,LOG-03492,76.0,5.29,3,Shift_1,67.5
205.4,8059,CNC_Milling,3.09,LOG-03493,78.1,7.4,2,Shift_2,101.8
230.8,15135,CNC_Milling,4.05,LOG-03494,75.0,5.67,2,Shift_1,85.9
202.1,18632,Robot_Arm,2.98,LOG-03495,79.5,4.41,2,Shift_2,91.1
246.8,11100,CNC_Milling,2.62,LOG-03496,54.6,5.3,4,Shift_2,91.1
172.5,2953,CNC_Milling,3.13,LOG-03497,78.7,8.79,6,Shift_1,84.5
248.7,10046,Conveyor_Belt,3.63,LOG-03498,58.2,2.96,11,Shift_1,98.1
283.2,3339,Robot_Arm,3.95,LOG-03499,30.0,0.1,6,Shift_2,83.4
253.9,9541,CNC_Milling,3.17,LOG-03500,58.1,1.26,10,Shift_1,63.2
286.0,2161,Robot_Arm,3.18,LOG-03501,56.7,1.44,7,Shift_2,86.5
234.2,13168,Robot_Arm,3.79,LOG-03502,68.6,1.8,4,Shift_1,94.2
262.5,6898,Robot_Arm,0.81,LOG-03503,77.6,1.88,6,Shift_3,70.7
276.5,4829,Robot_Arm,3.07,LOG-03504,67.9,3.94,4,Shift_3,82.0
288.8,1328,Conveyor_Belt,2.53,LOG-03505,95.1,4.62,8,Shift_3,95.9
215.2,17873,CNC_Milling,3.05,LOG-03506,57.1,4.59,7,Shift_1,93.7
213.7,16906,Robot_Arm,3.28,LOG-03507,35.2,2.17,3,Shift_1,83.5
192.4,16423,CNC_Milling,4.0,LOG-03508,69.2,6.48,8,Shift_1,77.1
288.4,2104,Conveyor_Belt,1.89,LOG-03509,56.8,5.34,7,Shift_1,84.7
183.4,7641,CNC_Milling,2.42,LOG-03510,48.7,7.95,2,Shift_3,87.2
195.5,19455,CNC_Milling,2.29,LOG-03511,60.5,6.12,9,Shift_1,92.2
232.0,11993,Conveyor_Belt,2.51,LOG-03512,53.2,3.13,2,Shift_2,83.3
231.7,3441,Robot_Arm,1.9,LOG-03513,54.7,7.26,6,Shift_1,100.3
282.4,3679,CNC_Milling,4.71,LOG-03514,87.8,4.68,8,Shift_1,87.1
272.1,5999,CNC_Milling,3.7,LOG-03515,66.9,5.99,8,Shift_1,81.2
207.7,19474,CNC_Milling,2.38,LOG-03516,61.0,5.8,8,Shift_3,79.2
281.4,4222,Conveyor_Belt,3.01,LOG-03517,89.0,3.69,8,Shift_1,76.2
210.9,18154,Robot_Arm,2.65,LOG-03518,60.6,4.26,7,Shift_2,95.0
233.4,13882,CNC_Milling,3.12,LOG-03519,46.5,3.67,6,Shift_3,82.8
204.6,18516,Robot_Arm,2.39,LOG-03520,45.1,1.87,5,Shift_1,56.2
221.2,16694,Robot_Arm,1.78,LOG-03521,63.8,0.1,9,Shift_2,80.9
263.1,7311,CNC_Milling,2.54,LOG-03522,40.4,2.27,6,Shift_2,97.1
215.4,16730,Conveyor_Belt,4.11,LOG-03523,47.4,4.5,8,Shift_1,80.1
244.3,4213,CNC_Milling,1.81,LOG-03524,59.3,6.71,8,Shift_1,71.3
269.6,6528,Conveyor_Belt,3.88,LOG-03525,82.0,5.99,8,Shift_3,80.0
276.6,5023,Robot_Arm,3.45,LOG-03526,84.4,3.3,4,Shift_1,90.6
286.1,3530,CNC_Milling,2.68,LOG-03527,74.9,2.3,8,Shift_2,82.3
279.5,2710,Robot_Arm,3.6,LOG-03528,64.9,3.55,2,Shift_3,75.4
280.8,4560,Robot_Arm,3.17,LOG-03529,56.4,1.56,8,Shift_1,90.5
282.7,3282,Robot_Arm,1.29,LOG-03530,70.8,0.1,6,Shift_3,96.2
254.4,8228,Robot_Arm,2.68,LOG-03531,91.7,0.14,6,Shift_1,99.3
228.3,2354,CNC_Milling,2.7,LOG-03532,67.1,7.44,9,Shift_2,86.7
179.5,2164,CNC_Milling,4.16,LOG-03533,58.1,8.64,9,Shift_1,82.9
202.6,19806,Robot_Arm,2.68,LOG-03534,62.6,5.88,3,Shift_1,89.0
284.5,2666,CNC_Milling,2.83,LOG-03535,61.0,3.85,7,Shift_2,97.3
287.6,2407,CNC_Milling,2.07,LOG-03536,73.2,0.52,5,Shift_1,95.1
289.8,1572,Robot_Arm,2.95,LOG-03537,53.5,3.6,7,Shift_2,84.0
281.8,3518,CNC_Milling,2.05,LOG-03538,71.1,5.53,5,Shift_3,75.2
236.4,11030,Robot_Arm,3.87,LOG-03539,73.5,6.07,6,Shift_2,87.2
206.4,16717,Conveyor_Belt,2.66,LOG-03540,70.2,5.72,10,Shift_3,84.6
197.7,14962,Conveyor_Belt,2.05,LOG-03541,48.7,7.02,4,Shift_1,89.3
125.7,12024,CNC_Milling,3.98,LOG-03542,62.8,8.86,11,Shift_3,73.8
301.7,2615,Robot_Arm,1.96,LOG-03543,57.1,2.99,10,Shift_2,78.2
20.7,15713,Conveyor_Belt,3.2,LOG-03544,,11.01,7,Shift_1,93.5
291.3,1707,CNC_Milling,1.81,LOG-03545,55.0,0.1,9,Shift_2,86.6
233.6,12987,Robot_Arm,3.23,LOG-03546,83.7,2.05,5,Shift_1,73.0
258.9,8777,Robot_Arm,3.85,LOG-03547,67.8,4.5,11,Shift_3,97.8
211.7,17761,CNC_Milling,2.48,LOG-03548,40.7,5.37,8,Shift_1,81.8
259.0,6843,CNC_Milling,2.06,LOG-03549,45.1,3.55,8,Shift_2,88.6
29.0,13130,Robot_Arm,2.08,LOG-03550,83.1,2.76,11,Shift_3,79.9
106.7,9359,CNC_Milling,2.96,LOG-03551,62.3,9.51,9,Shift_1,87.5
245.9,10920,Conveyor_Belt,4.54,LOG-03552,59.2,2.64,9,Shift_1,97.9
206.5,18837,Robot_Arm,3.85,LOG-03553,81.9,1.45,11,Shift_1,97.9
138.6,14542,CNC_Milling,3.94,LOG-03554,62.7,8.23,2,Shift_2,100.2
247.2,8876,Robot_Arm,2.14,LOG-03555,47.1,6.12,4,Shift_3,80.0
216.8,9500,Robot_Arm,3.88,LOG-03556,48.1,6.74,6,Shift_2,91.2
233.7,14386,CNC_Milling,3.79,LOG-03557,74.4,4.49,2,Shift_1,68.1
263.1,7575,Conveyor_Belt,3.24,LOG-03558,95.4,0.56,3,Shift_3,88.0
281.9,4189,Robot_Arm,2.49,LOG-03559,77.6,4.21,7,Shift_3,103.3
255.3,9885,Robot_Arm,3.78,LOG-03560,59.3,0.22,3,Shift_1,72.7
278.2,2296,Conveyor_Belt,2.46,LOG-03561,61.6,4.61,10,Shift_3,76.5
279.1,4224,Robot_Arm,3.53,LOG-03562,65.7,5.63,8,Shift_2,83.4
232.9,8993,Robot_Arm,2.7,LOG-03563,34.7,6.69,6,Shift_3,82.4
213.1,16134,CNC_Milling,2.21,LOG-03564,65.4,3.77,9,Shift_3,93.1
215.0,15846,CNC_Milling,2.68,LOG-03565,73.8,5.87,4,Shift_2,92.4
264.4,5953,Robot_Arm,4.57,LOG-03566,91.6,1.74,6,Shift_2,64.5
30.4,9016,Robot_Arm,2.07,LOG-03567,81.4,6.42,9,Shift_1,74.4
283.2,3917,Robot_Arm,3.79,LOG-03568,93.9,5.69,6,Shift_3,83.3
224.1,15349,Robot_Arm,3.67,LOG-03569,90.2,2.0,7,Shift_1,79.1
265.2,5680,Robot_Arm,2.85,LOG-03570,85.9,5.33,5,Shift_2,88.5
180.9,16191,Conveyor_Belt,2.56,LOG-03571,65.4,6.72,11,Shift_3,89.0
210.6,16999,Conveyor_Belt,2.0,LOG-03572,70.2,4.2,11,Shift_1,62.4
234.8,14092,CNC_Milling,4.03,LOG-03573,39.9,1.94,5,Shift_1,81.8
257.6,7273,Conveyor_Belt,2.05,LOG-03574,67.0,4.44,4,Shift_2,76.4
195.5,19105,Conveyor_Belt,0.77,LOG-03575,73.5,5.38,5,Shift_3,86.1
228.8,14034,CNC_Milling,3.25,LOG-03576,60.7,1.92,4,Shift_3,91.6
227.2,13270,CNC_Milling,1.92,LOG-03577,41.9,1.48,7,Shift_3,82.8
221.7,17271,CNC_Milling,2.91,LOG-03578,88.7,5.3,11,Shift_1,72.1
209.1,17747,Robot_Arm,1.92,LOG-03579,71.1,6.06,11,Shift_3,98.2
150.4,2477,Robot_Arm,2.53,LOG-03580,90.8,9.37,7,Shift_2,77.1
208.9,17749,Robot_Arm,3.06,LOG-03581,76.1,5.66,7,Shift_1,79.7
218.8,15535,Robot_Arm,3.22,LOG-03582,85.5,0.98,3,Shift_1,65.9
148.4,4923,CNC_Milling,4.07,LOG-03583,82.4,9.1,5,Shift_3,90.3
251.7,6845,CNC_Milling,3.0,LOG-03584,54.8,6.64,9,Shift_3,85.2
227.8,15300,Conveyor_Belt,3.09,LOG-03585,57.4,0.1,7,Shift_2,89.9
272.8,5115,Conveyor_Belt,2.81,LOG-03586,58.6,1.42,8,Shift_3,76.9
252.6,9595,Robot_Arm,3.74,LOG-03587,50.5,2.77,8,Shift_1,91.5
21.3,14089,CNC_Milling,2.1,LOG-03588,91.5,6.1,10,Shift_2,99.2
237.7,13359,CNC_Milling,2.65,LOG-03589,65.6,0.1,7,Shift_1,62.1
191.1,18286,CNC_Milling,3.0,LOG-03590,71.9,3.7,8,Shift_2,89.4
280.8,3119,Robot_Arm,2.28,LOG-03591,45.0,5.95,2,Shift_1,70.4
260.9,6605,CNC_Milling,4.12,LOG-03592,77.3,0.1,10,Shift_3,89.5
205.1,19712,Conveyor_Belt,3.25,LOG-03593,58.9,5.87,7,Shift_3,95.7
33.2,11807,Robot_Arm,2.02,LOG-03594,83.9,6.17,9,Shift_3,74.7
261.7,5725,Robot_Arm,3.33,LOG-03595,54.7,1.88,7,Shift_3,76.9
265.9,6506,CNC_Milling,4.05,LOG-03596,85.0,1.12,8,Shift_2,86.4
261.7,7445,CNC_Milling,2.42,LOG-03597,79.1,1.84,6,Shift_2,84.8
248.7,11531,Robot_Arm,4.09,LOG-03598,58.0,0.1,10,Shift_3,71.3
268.3,6406,Robot_Arm,3.21,LOG-03599,86.3,3.18,2,Shift_3,79.3
234.6,12815,CNC_Milling,3.16,LOG-03600,82.2,4.55,4,Shift_2,77.3
251.8,9460,Conveyor_Belt,3.96,LOG-03601,72.3,0.95,4,Shift_1,82.7
207.2,12596,CNC_Milling,3.16,LOG-03602,50.1,6.43,2,Shift_1,102.5
275.0,3947,CNC_Milling,3.31,LOG-03603,77.0,4.26,6,Shift_3,86.6
224.7,12847,Conveyor_Belt,3.07,LOG-03604,66.0,4.65,2,Shift_3,74.3
216.1,18570,CNC_Milling,1.6,LOG-03605,65.7,3.0,5,Shift_2,87.7
278.6,3566,CNC_Milling,3.33,LOG-03606,66.1,5.86,3,Shift_3,82.4
216.8,7221,Robot_Arm,3.2,LOG-03607,64.5,7.23,6,Shift_1,99.4
222.8,14177,CNC_Milling,2.7,LOG-03608,52.0,2.98,6,Shift_3,80.5
233.2,12730,CNC_Milling,0.96,LOG-03609,42.3,5.9,8,Shift_3,82.0
228.0,13820,CNC_Milling,3.5,LOG-03610,39.2,5.93,2,Shift_3,96.1
243.3,11631,CNC_Milling,2.31,LOG-03611,69.5,5.04,3,Shift_2,76.5
140.6,13969,Robot_Arm,2.1,LOG-03612,30.0,8.19,8,Shift_1,73.1
232.6,12578,CNC_Milling,2.02,LOG-03613,75.9,2.18,3,Shift_3,87.7
276.4,2407,Robot_Arm,1.43,LOG-03614,72.6,2.95,11,Shift_3,86.7
233.5,15274,Conveyor_Belt,3.37,LOG-03615,60.5,2.06,11,Shift_3,71.7
248.7,9489,CNC_Milling,4.88,LOG-03616,80.4,5.81,6,Shift_2,65.1
286.9,1977,CNC_Milling,2.54,LOG-03617,61.1,3.32,9,Shift_1,88.2
252.0,8771,CNC_Milling,3.66,LOG-03618,71.3,2.26,7,Shift_1,88.1
173.0,9268,CNC_Milling,2.93,LOG-03619,35.6,8.16,7,Shift_1,90.4
181.4,2647,CNC_Milling,3.22,LOG-03620,31.4,8.52,11,Shift_2,95.1
196.7,19925,Robot_Arm,2.95,LOG-03621,61.5,3.18,11,Shift_2,86.0
273.6,5224,CNC_Milling,3.63,LOG-03622,71.3,0.58,3,Shift_1,83.5
162.0,7282,Robot_Arm,2.03,LOG-03623,79.3,8.66,5,Shift_3,92.2
251.8,9378,Robot_Arm,3.08,LOG-03624,62.3,5.18,5,Shift_1,86.0
214.9,16817,Conveyor_Belt,3.91,LOG-03625,68.7,5.05,5,Shift_1,70.0
222.6,15115,CNC_Milling,3.56,LOG-03626,76.8,4.26,11,Shift_1,87.3
218.1,15648,CNC_Milling,3.26,LOG-03627,63.1,2.0,9,Shift_1,91.5
280.5,5504,Conveyor_Belt,3.08,LOG-03628,73.8,2.97,3,Shift_3,75.9
209.4,17063,CNC_Milling,2.71,LOG-03629,48.1,5.69,8,Shift_3,102.1
216.9,16765,Robot_Arm,2.72,LOG-03630,40.2,2.88,10,Shift_3,81.8
246.9,9813,Robot_Arm,1.76,LOG-03631,57.0,5.08,4,Shift_3,95.7
244.9,11370,Robot_Arm,3.4,LOG-03632,76.6,4.03,6,Shift_3,75.2
289.9,1705,CNC_Milling,4.09,LOG-03633,54.3,1.36,8,Shift_1,93.3
140.7,15448,CNC_Milling,3.24,LOG-03634,74.8,8.05,7,Shift_1,98.7
202.9,19257,Robot_Arm,3.01,LOG-03635,49.6,5.49,9,Shift_1,77.0
243.3,9978,Robot_Arm,3.48,LOG-03636,56.3,4.83,10,Shift_3,87.9
242.1,11269,Robot_Arm,1.31,LOG-03637,68.6,5.39,4,Shift_2,82.6
237.2,10484,Robot_Arm,2.59,LOG-03638,55.0,0.1,11,Shift_1,74.7
287.0,2570,Conveyor_Belt,2.94,LOG-03639,57.5,2.77,5,Shift_2,86.1
232.3,12774,Conveyor_Belt,1.63,LOG-03640,30.0,0.18,2,Shift_1,81.8
224.1,14707,Robot_Arm,3.13,LOG-03641,77.6,4.31,2,Shift_3,82.4
205.7,18631,CNC_Milling,1.52,LOG-03642,63.2,4.81,5,Shift_3,73.3
206.1,18665,Robot_Arm,3.55,LOG-03643,50.8,4.35,5,Shift_1,93.6
197.5,10344,Robot_Arm,3.18,LOG-03644,92.5,6.95,4,Shift_1,80.8
200.8,19220,Robot_Arm,2.85,LOG-03645,53.2,0.26,6,Shift_2,82.0
244.8,11044,CNC_Milling,3.61,LOG-03646,57.3,2.0,6,Shift_3,74.5
240.6,13198,Robot_Arm,3.12,LOG-03647,50.6,5.04,4,Shift_3,95.8
249.5,12437,CNC_Milling,3.38,LOG-03648,81.6,4.66,3,Shift_2,71.9
208.8,19974,CNC_Milling,3.23,LOG-03649,86.5,0.71,2,Shift_3,69.0
1.0,15012,Conveyor_Belt,2.31,LOG-03650,85.0,6.99,5,Shift_2,86.4
210.7,3280,Robot_Arm,4.25,LOG-03651,84.9,7.86,8,Shift_1,80.0
292.6,2365,Robot_Arm,4.0,LOG-03652,56.0,5.06,8,Shift_3,91.3
258.3,8787,Robot_Arm,3.34,LOG-03653,90.1,0.23,2,Shift_2,100.5
244.7,10798,Robot_Arm,3.12,LOG-03654,62.1,4.4,10,Shift_2,97.8
231.9,13703,CNC_Milling,3.6,LOG-03655,41.9,4.85,9,Shift_3,94.6
250.2,10150,Robot_Arm,4.01,LOG-03656,58.6,3.32,11,Shift_1,75.9
187.3,10778,CNC_Milling,4.52,LOG-03657,69.9,7.37,5,Shift_1,95.5
207.9,18512,Robot_Arm,2.57,LOG-03658,55.3,3.71,4,Shift_2,80.5
125.7,7362,CNC_Milling,3.84,LOG-03659,67.2,9.26,6,Shift_2,73.6
259.2,10376,Conveyor_Belt,2.93,LOG-03660,73.0,5.96,11,Shift_1,90.4
239.5,11590,Robot_Arm,1.71,LOG-03661,71.2,4.69,7,Shift_3,80.7
240.6,9898,Robot_Arm,3.67,LOG-03662,74.8,6.3,5,Shift_3,83.4
130.4,19394,CNC_Milling,4.17,LOG-03663,62.3,7.83,4,Shift_1,91.7
193.7,19281,CNC_Milling,3.78,LOG-03664,54.1,6.25,11,Shift_2,92.8
248.8,10749,Robot_Arm,2.86,LOG-03665,42.9,3.81,5,Shift_3,81.9
257.3,9560,Robot_Arm,3.31,LOG-03666,63.7,2.35,9,Shift_2,86.4
239.1,12190,Robot_Arm,3.56,LOG-03667,56.9,1.19,6,Shift_2,94.2
281.4,4436,Conveyor_Belt,3.46,LOG-03668,63.2,0.1,6,Shift_2,77.8
256.5,9093,Robot_Arm,3.98,LOG-03669,33.9,4.44,3,Shift_1,69.1
267.5,5121,Robot_Arm,3.75,LOG-03670,42.2,3.03,11,Shift_3,80.1
281.0,3736,Robot_Arm,2.54,LOG-03671,72.6,3.16,5,Shift_2,81.7
261.7,2808,Robot_Arm,3.02,LOG-03672,40.5,6.57,2,Shift_3,83.7
241.9,12154,Robot_Arm,2.6,LOG-03673,62.1,3.72,8,Shift_3,107.6
188.5,1010,Robot_Arm,3.13,LOG-03674,52.5,8.74,9,Shift_2,77.7
233.9,13277,CNC_Milling,1.5,LOG-03675,51.6,2.57,11,Shift_3,83.3
255.5,9206,CNC_Milling,4.54,LOG-03676,66.3,1.57,8,Shift_2,76.4
260.6,7963,CNC_Milling,2.38,LOG-03677,65.4,0.86,3,Shift_2,87.4
218.7,15615,Conveyor_Belt,2.59,LOG-03678,73.2,5.81,2,Shift_2,90.2
214.5,11236,Robot_Arm,3.07,LOG-03679,48.5,6.88,2,Shift_2,92.5
228.0,14935,CNC_Milling,1.9,LOG-03680,51.7,2.51,4,Shift_3,87.5
236.9,14480,Robot_Arm,2.73,LOG-03681,81.8,1.34,8,Shift_3,85.9
217.6,1610,Robot_Arm,3.13,LOG-03682,61.6,7.83,6,Shift_3,60.8
271.4,5094,Conveyor_Belt,4.32,LOG-03683,70.5,0.37,4,Shift_2,92.2
208.9,11829,Conveyor_Belt,3.11,LOG-03684,57.5,6.53,4,Shift_3,98.8
213.7,19535,Conveyor_Belt,2.68,LOG-03685,71.8,2.57,8,Shift_3,77.2
282.8,3931,Conveyor_Belt,2.1,LOG-03686,30.0,4.99,11,Shift_3,76.3
261.2,3005,CNC_Milling,4.71,LOG-03687,82.3,6.69,5,Shift_2,74.1
214.0,18880,CNC_Milling,3.06,LOG-03688,58.2,5.19,3,Shift_3,91.2
203.8,19369,Robot_Arm,3.07,LOG-03689,46.3,3.26,3,Shift_2,73.7
215.9,4179,Robot_Arm,1.9,LOG-03690,49.1,7.49,7,Shift_2,83.7
261.3,8632,CNC_Milling,3.42,LOG-03691,61.0,4.72,10,Shift_2,70.1
1.0,12906,Robot_Arm,2.53,LOG-03692,,13.21,7,Shift_2,89.2
267.3,4709,CNC_Milling,4.18,LOG-03693,67.1,0.1,11,Shift_2,80.7
271.5,7198,CNC_Milling,3.37,LOG-03694,47.1,0.1,7,Shift_2,87.1
232.3,8510,CNC_Milling,3.1,LOG-03695,78.1,6.49,5,Shift_2,76.4
230.3,13189,Conveyor_Belt,1.94,LOG-03696,57.1,3.92,3,Shift_2,77.9
269.6,6853,Robot_Arm,2.92,LOG-03697,56.4,5.98,2,Shift_1,79.3
245.7,8832,Robot_Arm,2.83,LOG-03698,61.6,1.25,6,Shift_3,76.5
267.9,6502,Conveyor_Belt,3.1,LOG-03699,74.9,4.14,7,Shift_1,76.0
224.0,15433,Conveyor_Belt,1.42,LOG-03700,64.5,5.14,11,Shift_3,72.2
285.7,3907,CNC_Milling,2.27,LOG-03701,56.9,2.64,2,Shift_3,89.7
276.0,5382,Robot_Arm,2.6,LOG-03702,60.1,4.58,4,Shift_2,88.0
274.8,5749,CNC_Milling,3.4,LOG-03703,83.3,0.6,4,Shift_3,80.8
13.4,18210,Robot_Arm,1.46,LOG-03704,80.8,4.99,2,Shift_3,92.5
148.1,18945,CNC_Milling,4.11,LOG-03705,70.5,7.61,3,Shift_1,99.8
245.1,10503,Robot_Arm,3.99,LOG-03706,67.2,0.91,11,Shift_2,77.9
75.1,3971,Robot_Arm,2.2,LOG-03707,99.7,0.76,2,Shift_1,87.1
179.6,15365,CNC_Milling,4.98,LOG-03708,72.0,6.97,11,Shift_3,87.1
251.3,10349,Robot_Arm,3.19,LOG-03709,67.7,0.71,9,Shift_3,78.6
208.7,17144,Robot_Arm,2.91,LOG-03710,62.0,6.1,7,Shift_1,72.0
257.7,7839,Robot_Arm,3.48,LOG-03711,70.4,4.14,3,Shift_3,109.5
205.4,19977,CNC_Milling,3.33,LOG-03712,30.0,2.96,10,Shift_2,88.4
154.3,16333,CNC_Milling,3.09,LOG-03713,80.4,7.67,10,Shift_1,85.3
268.7,5254,CNC_Milling,2.13,LOG-03714,45.9,6.32,11,Shift_3,88.3
227.4,14785,Conveyor_Belt,2.65,LOG-03715,54.2,4.7,4,Shift_2,109.3
270.4,6450,Conveyor_Belt,3.29,LOG-03716,44.0,0.1,3,Shift_3,82.8
259.7,7646,CNC_Milling,3.67,LOG-03717,54.0,5.78,6,Shift_1,85.5
260.6,5758,Robot_Arm,4.15,LOG-03718,59.9,1.32,4,Shift_2,85.6
227.4,13962,Robot_Arm,2.63,LOG-03719,78.3,3.45,3,Shift_2,95.9
266.3,5994,Conveyor_Belt,3.06,LOG-03720,84.3,4.02,7,Shift_1,87.7
1.0,13137,CNC_Milling,2.47,LOG-03721,94.1,8.74,2,Shift_3,69.5
240.5,12066,Robot_Arm,3.88,LOG-03722,66.5,3.37,9,Shift_1,67.3
228.2,15265,Robot_Arm,2.75,LOG-03723,61.7,0.44,3,Shift_1,95.3
131.5,19876,CNC_Milling,2.53,LOG-03724,76.7,7.67,10,Shift_2,87.5
296.1,1167,CNC_Milling,3.05,LOG-03725,52.2,5.81,9,Shift_2,81.7
198.0,19815,CNC_Milling,1.66,LOG-03726,50.5,5.91,6,Shift_3,77.1
215.0,3077,Robot_Arm,3.43,LOG-03727,59.5,7.72,9,Shift_3,102.5
149.5,11008,Robot_Arm,2.75,LOG-03728,64.5,8.31,2,Shift_2,87.3
264.1,7476,Robot_Arm,5.21,LOG-03729,34.0,1.77,11,Shift_3,90.2
237.2,13141,CNC_Milling,2.51,LOG-03730,81.0,0.52,2,Shift_3,93.2
230.6,14712,Conveyor_Belt,2.79,LOG-03731,68.6,6.11,9,Shift_1,89.3
210.4,17339,CNC_Milling,3.81,LOG-03732,77.0,3.34,10,Shift_2,80.5
255.7,8637,Conveyor_Belt,3.63,LOG-03733,41.4,3.57,7,Shift_3,83.0
212.0,18725,CNC_Milling,3.83,LOG-03734,55.0,1.2,7,Shift_3,91.5
262.7,7126,Conveyor_Belt,2.78,LOG-03735,54.3,5.46,5,Shift_3,93.9
278.1,4873,Conveyor_Belt,2.08,LOG-03736,62.0,5.01,2,Shift_3,95.6
256.5,8203,Conveyor_Belt,5.13,LOG-03737,64.5,3.61,8,Shift_3,77.0
246.8,11042,Conveyor_Belt,3.41,LOG-03738,78.0,0.53,8,Shift_2,86.8
193.7,13695,CNC_Milling,3.18,LOG-03739,66.5,7.02,6,Shift_3,76.9
222.4,16823,Robot_Arm,3.64,LOG-03740,53.9,4.64,8,Shift_3,83.8
38.2,5272,Robot_Arm,1.96,LOG-03741,97.8,6.79,5,Shift_1,82.4
268.6,6760,Robot_Arm,2.63,LOG-03742,61.0,0.1,6,Shift_3,84.9
205.1,18834,Conveyor_Belt,2.17,LOG-03743,51.4,4.14,5,Shift_2,94.2
245.0,9356,CNC_Milling,3.13,LOG-03744,36.7,2.21,10,Shift_1,76.5
268.9,5589,Robot_Arm,1.9,LOG-03745,66.4,4.09,9,Shift_2,104.6
183.2,19726,Conveyor_Belt,3.54,LOG-03746,75.4,6.36,4,Shift_1,97.5
254.5,9530,CNC_Milling,3.95,LOG-03747,47.9,4.92,7,Shift_1,68.9
197.0,19715,CNC_Milling,3.92,LOG-03748,74.4,4.05,9,Shift_3,88.1
208.1,18467,CNC_Milling,3.35,LOG-03749,66.3,4.03,2,Shift_1,73.3
209.0,18216,Robot_Arm,3.15,LOG-03750,38.4,0.1,5,Shift_1,88.5
243.0,12054,Conveyor_Belt,2.67,LOG-03751,74.4,1.73,6,Shift_1,70.6
184.8,16170,CNC_Milling,3.36,LOG-03752,61.0,6.8,7,Shift_1,96.5
196.3,19250,Robot_Arm,2.91,LOG-03753,48.1,2.74,4,Shift_2,96.9
240.1,6113,Robot_Arm,1.5,LOG-03754,79.4,6.85,11,Shift_2,80.2
285.8,1717,Robot_Arm,2.51,LOG-03755,79.1,6.07,3,Shift_1,86.6
262.0,7096,Robot_Arm,3.63,LOG-03756,47.8,6.2,8,Shift_3,72.1
